path	type	review_status	brief_notes	removal_candidate_tags	required_kept_tags	fantasy_usage	server_api_surface	configuration	tests_docs_build_release
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf011.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf012.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf013.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf014.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf015.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf016.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf017.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf018.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf019.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf020.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf021.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf022.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf023.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf024.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf025.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf026.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf027.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf028.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf029.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf030.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf031.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf032.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf033.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf034.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf035.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf036.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf037.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf038.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf039.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf040.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf041.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf042.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf043.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf044.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf045.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf046.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf047.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf048.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf049.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf050.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf051.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf052.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf053.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf054.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf055.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf056.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf057.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf058.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf059.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewWidth/Unified/WidthOf060.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Split/XOffsetOf00.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Split/XOffsetOf01.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Split/XOffsetOf02.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Split/XOffsetOf03.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Split/XOffsetOf04.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Split/XOffsetOf05.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Split/XOffsetOf06.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Split/XOffsetOf07.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Split/XOffsetOf08.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Split/XOffsetOf09.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Split/XOffsetOf10.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Split/XOffsetOf11.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Split/XOffsetOf12.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Split/XOffsetOf13.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Split/XOffsetOf14.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Split/XOffsetOf15.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Split/XOffsetOf16.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Split/XOffsetOf17.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Split/XOffsetOf18.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Split/XOffsetOf19.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Split/XOffsetOf20.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Unified/XOffsetOf00.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Unified/XOffsetOf01.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Unified/XOffsetOf02.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Unified/XOffsetOf03.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Unified/XOffsetOf04.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Unified/XOffsetOf05.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Unified/XOffsetOf06.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Unified/XOffsetOf07.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Unified/XOffsetOf08.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Unified/XOffsetOf09.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Unified/XOffsetOf10.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Unified/XOffsetOf11.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Unified/XOffsetOf12.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Unified/XOffsetOf13.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Unified/XOffsetOf14.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Unified/XOffsetOf15.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Unified/XOffsetOf16.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Unified/XOffsetOf17.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Unified/XOffsetOf18.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Unified/XOffsetOf19.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewXOffset/Unified/XOffsetOf20.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Split/YOffsetOf00.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Split/YOffsetOf01.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Split/YOffsetOf02.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Split/YOffsetOf03.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Split/YOffsetOf04.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Split/YOffsetOf05.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Split/YOffsetOf06.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Split/YOffsetOf07.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Split/YOffsetOf08.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Split/YOffsetOf09.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Split/YOffsetOf10.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Split/YOffsetOf11.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Split/YOffsetOf12.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Split/YOffsetOf13.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Split/YOffsetOf14.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Split/YOffsetOf15.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Split/YOffsetOf16.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Unified/YOffsetOf00.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Unified/YOffsetOf01.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Unified/YOffsetOf02.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Unified/YOffsetOf03.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Unified/YOffsetOf04.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Unified/YOffsetOf05.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Unified/YOffsetOf06.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Unified/YOffsetOf07.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Unified/YOffsetOf08.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Unified/YOffsetOf09.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Unified/YOffsetOf10.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Unified/YOffsetOf11.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Unified/YOffsetOf12.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Unified/YOffsetOf13.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Unified/YOffsetOf14.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Unified/YOffsetOf15.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffset/Unified/YOffsetOf16.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Split/YOffsetOf00.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Split/YOffsetOf01.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Split/YOffsetOf02.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Split/YOffsetOf03.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Split/YOffsetOf04.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Split/YOffsetOf05.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Split/YOffsetOf06.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Split/YOffsetOf07.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Split/YOffsetOf08.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Split/YOffsetOf09.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Split/YOffsetOf10.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Split/YOffsetOf11.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Split/YOffsetOf12.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Split/YOffsetOf13.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Split/YOffsetOf14.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Split/YOffsetOf15.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Split/YOffsetOf16.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Unified/YOffsetOf00.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Unified/YOffsetOf01.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Unified/YOffsetOf02.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Unified/YOffsetOf03.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Unified/YOffsetOf04.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
internal/ui/diffview/testdata/TestDiffViewYOffsetInfinite/Unified/YOffsetOf05.golden	file	reviewed	TUI surface for chat, settings, prompts, or feature affordances. UI tests or golden fixtures.			no	no	no	yes
